age,is_corporate,total_balance,has_active_loan,recent_tx_count,product_id,target_product,profile_id
24,0,6699434,1,23,104,BankScope 신용대출,282d4aa50606b9fb538bba4f
46,1,129464906,1,6,108,BankScope 기업대출,6bfc8e158f670e9e833ef975
37,0,7958006,0,34,100,BankScope 자유적금,eedd33326a45c9ce0f85f24f
25,0,4367455,0,22,101,BankScope 청년 희망적금,63cc5220e7034311f075d97a
20,0,4804722,1,16,104,BankScope 신용대출,99eb9b65a963b6a24ebda11b
34,0,18710732,0,18,102,BankScope 주택 마련 적금,081066105db58eff676c3d4b
34,0,2497586,0,29,101,BankScope 청년 희망적금,3dcaa06d51b919b1a5325667
28,0,4476677,1,23,101,BankScope 청년 희망적금,6a0ddce0ef31b28b86b384c1
28,0,8866987,1,23,106,BankScope 전세자금대출,819724144d7900745a5ffe60
34,0,5779192,0,28,100,BankScope 자유적금,ab0a0bcf6dc9ee19dba4984f
45,0,28060490,0,8,97,BankScope 정기예금,928474014385dc2acc8f28b3
34,0,8577393,0,38,100,BankScope 자유적금,37e2c215ef7cbf0cdbd7f2bd
40,0,47693222,0,8,97,BankScope 정기예금,4bdf4957d4ca6f28196680f2
25,0,2837827,0,22,101,BankScope 청년 희망적금,8a07ef58a45107ee18a2fcc9
67,0,65917068,0,1,98,BankScope 시니어 우대예금,8c568c722661a38b12f20162
22,0,1693313,0,27,101,BankScope 청년 희망적금,d886a56a963d17bf9d6c0ce4
37,0,23222763,1,11,105,BankScope 주택담보대출,d7c47cb8087c30955874ab90
36,0,8236889,0,33,100,BankScope 자유적금,3aee059a235b2b2452ab7be8
37,0,14328259,0,17,106,BankScope 전세자금대출,1188536ed08b67e32ac558ec
66,0,96961003,0,2,98,BankScope 시니어 우대예금,bdcde07ca76a9127c75c7184
40,0,46626206,0,8,97,BankScope 정기예금,e6b867bd07b9294f0561d7e9
41,0,60229308,1,7,97,BankScope 정기예금,ac67668189c9e6a6f5d38fcd
39,1,393750005,0,5,108,BankScope 기업대출,1b85256bb115cb5e2dec8ff6
25,0,7248038,1,27,104,BankScope 신용대출,f43cb5465cf8784c613b9e22
69,0,107647653,0,3,98,BankScope 시니어 우대예금,db08aec45d5a3ccab39836cb
25,0,3732503,0,17,101,BankScope 청년 희망적금,5bb046bfb849f0a77f7e7366
41,1,45723863,0,7,103,BankScope 기업 정기적금,6d86339e3c3e9add6dbd31fa
34,0,2520775,0,36,100,BankScope 자유적금,d406e0ff1c410ff16edefe43
34,0,4592733,1,29,104,BankScope 신용대출,337b7c765788aaf6111ab36d
26,0,8746343,0,31,100,BankScope 자유적금,9b3109f447ad36d4eab7de26
67,0,32698133,0,2,98,BankScope 시니어 우대예금,e7768ffea7a4b44565854705
32,0,2632194,1,19,101,BankScope 청년 희망적금,eacdd2c73efe49ee98e9fe90
58,0,97635472,0,4,98,BankScope 시니어 우대예금,c97a52072000906cced66d1f
32,0,3104773,0,29,104,BankScope 신용대출,6704c1e0acf2a74e862d9f56
42,0,34575173,0,7,97,BankScope 정기예금,00010d5f314e38fd146b161e
36,0,18445495,1,11,105,BankScope 주택담보대출,3c80a511c70910b40ee3c39a
46,1,199823275,0,4,99,BankScope 기업 정기예금,46ee2bf58e1899adf55e7a2c
25,0,3804638,0,37,100,BankScope 자유적금,eb4e34e9b4ecf0624fffe01a
48,0,69056500,0,16,97,BankScope 정기예금,795e06fc784ef49dd33028af
28,0,6830669,0,41,100,BankScope 자유적금,b0b9dd9442e7289936337a93
44,1,197347935,1,6,108,BankScope 기업대출,4b0e2b100997dd179a7419a6
41,1,205140866,0,13,99,BankScope 기업 정기예금,1be8495989f20cd32a36e3d2
59,0,93543232,0,2,98,BankScope 시니어 우대예금,68552ef633237426b06d2101
28,0,5476203,1,16,106,BankScope 전세자금대출,bfa0f03b2d722ca6246c4db8
69,0,105628560,0,3,98,BankScope 시니어 우대예금,271872be3417e56bb549420c
25,0,3824696,0,19,101,BankScope 청년 희망적금,4b82b292bd5c0642bedbc201
25,0,1718928,1,18,104,BankScope 신용대출,211ea9b8b2dfce9f8d44ca7d
36,0,9719029,0,39,100,BankScope 자유적금,7e1cc08ee3e4c93adb61d506
46,0,23380426,1,6,105,BankScope 주택담보대출,b25ffea7db7ca503b7c994a6
27,0,20614293,0,10,105,BankScope 주택담보대출,618983e1230f0906c47423c0
19,0,6631910,1,20,104,BankScope 신용대출,f83bca29e2d417c730a71d12
25,0,3715296,0,20,101,BankScope 청년 희망적금,66953ca411a04d9e23ad6d92
34,0,14116678,0,23,102,BankScope 주택 마련 적금,83ad0b62171058651fe85dbe
31,0,6378589,1,14,102,BankScope 주택 마련 적금,2b611f4ed7660868da20461a
48,0,55210451,0,7,97,BankScope 정기예금,59d1e13faf1afeabdd491828
32,0,1716165,0,21,101,BankScope 청년 희망적금,e732276a78c9b1d1612412c2
43,1,186818777,0,7,99,BankScope 기업 정기예금,755b6b5b5263ba7646e164b6
38,0,13165527,0,12,102,BankScope 주택 마련 적금,c3cd14f9cb998792d5ae0fb6
36,0,51042171,1,10,97,BankScope 정기예금,2db0791c80f37124c4058461
57,0,49811826,0,10,98,BankScope 시니어 우대예금,c46c18e36d214d30bedbc173
69,0,101025098,0,6,98,BankScope 시니어 우대예금,b45ce933f4fd9175c79b6c54
30,1,318387479,0,4,99,BankScope 기업 정기예금,737208239bd6f7634ec6bf61
58,0,124343840,0,1,98,BankScope 시니어 우대예금,043283a8337c4c31b9c26cbe
47,1,391601637,1,5,108,BankScope 기업대출,68ab16f061468741b372ec45
27,0,6256702,1,16,106,BankScope 전세자금대출,a6d871d30cac5ef121734ba0
33,0,6138113,1,42,100,BankScope 자유적금,8cbf4c21b8c7f6811858b571
41,1,235190909,0,6,99,BankScope 기업 정기예금,146b45b2d66ccb1e705af47d
28,0,3468361,0,15,101,BankScope 청년 희망적금,f9279fc4c2720c8bb8955bba
36,0,17035614,1,9,105,BankScope 주택담보대출,3e1b05f06f509b03949ca70b
40,0,59686024,0,8,97,BankScope 정기예금,3f21d9e4fd672f461dc5a642
28,0,6652284,0,19,106,BankScope 전세자금대출,286633372f168a877114a421
31,0,8228647,1,15,106,BankScope 전세자금대출,71df18524a30f68474379756
35,0,14721957,1,12,105,BankScope 주택담보대출,43565859deb64dd1c0b83777
33,0,18886708,1,9,105,BankScope 주택담보대출,e26f9185dcbb97c38d86856a
33,0,13802924,0,12,102,BankScope 주택 마련 적금,9218053a08e40523e7cca1d8
19,0,5586674,1,21,101,BankScope 청년 희망적금,d067bfb85dcb4ad822d04c3e
44,0,21672148,0,8,97,BankScope 정기예금,7739f1261e5e1365eeea881c
39,0,4051766,0,27,100,BankScope 자유적금,8a3123b4e07033243ea353c5
37,0,6872983,1,24,104,BankScope 신용대출,9567b2e86047ecf53eefe914
43,0,50432280,0,9,97,BankScope 정기예금,0b622999fd2e1b24064d785c
49,1,24018947,1,14,107,BankScope 소상공인 대출,826afc3598ac833a90f1c9cf
28,0,23601350,1,5,105,BankScope 주택담보대출,fb80f66404d07ae7dfe15464
33,0,4543945,0,34,100,BankScope 자유적금,074998bf894cc3ef3ab0a540
25,0,7807006,1,20,106,BankScope 전세자금대출,47c715d55a6ece0903dc6f40
43,1,2035373,0,7,99,BankScope 기업 정기예금,320c19508c0160d636f45682
69,0,77190672,0,5,98,BankScope 시니어 우대예금,18193bbcf10e714e2fd718eb
37,0,3525285,1,22,104,BankScope 신용대출,2fe040258371782a29f85ac2
26,0,4106243,0,33,100,BankScope 자유적금,acd0df323e1640317587924d
45,0,44836953,0,6,97,BankScope 정기예금,ecda435dc7acfd94955035ac
39,0,9026810,0,42,100,BankScope 자유적금,b3056b59b6bf091802c05cd4
57,0,44617604,0,7,97,BankScope 정기예금,98c089fe8448d0d744f535aa
19,0,3388796,1,18,101,BankScope 청년 희망적금,553626ae384a3806aa4b8bfd
19,0,2965213,0,19,101,BankScope 청년 희망적금,fbb1bbea83021fc27a8f4ceb
28,0,5199397,0,41,100,BankScope 자유적금,7b1f3cddfb57420a196252af
42,1,50648475,0,9,103,BankScope 기업 정기적금,91d43a40755f36dd49bcdfa5
41,1,51748484,1,10,103,BankScope 기업 정기적금,d521daae41746d4ddad02e51
43,0,46779089,0,11,97,BankScope 정기예금,26fed41781369acc35046501
30,0,19147543,1,13,102,BankScope 주택 마련 적금,f1da6aab52826aa93b935f62
55,0,63317536,0,4,98,BankScope 시니어 우대예금,2e9fab335ba30fbd3482e9f2
39,0,40191543,1,10,97,BankScope 정기예금,35961c48858f2433a1572628
20,0,3705775,0,16,101,BankScope 청년 희망적금,5e76facab98d57bb8a90911e
19,0,4649050,1,37,100,BankScope 자유적금,7fec9e9128042f872c7415f8
31,0,7535294,1,34,100,BankScope 자유적금,b6342b1de7d04cd2056d142d
19,0,1856319,0,24,101,BankScope 청년 희망적금,d4d27ec16881bfe9ed1f7c5f
38,0,23637258,0,10,105,BankScope 주택담보대출,18f1d7d82e887a5fc872269a
62,0,36374110,0,4,98,BankScope 시니어 우대예금,a5c8cec1633261e9e3d6a967
20,0,3681979,0,14,101,BankScope 청년 희망적금,a6ef7725ca9fe9052cbfddb9
51,1,274232873,1,6,108,BankScope 기업대출,28ec657d0df6b81a7597ecc6
19,0,2692248,0,18,101,BankScope 청년 희망적금,2a8899f891888b98111d8cab
33,0,6923738,1,13,104,BankScope 신용대출,a7fdc34e1c6276928581bc3e
46,1,39000908,0,16,107,BankScope 소상공인 대출,2881a11e345916afb78c7344
33,0,4626754,0,40,100,BankScope 자유적금,a30d68146ed647d19a5b63c9
40,0,6850142,0,28,100,BankScope 자유적금,452661e3b6d91ce92bc1a3a7
29,0,12554883,0,34,100,BankScope 자유적금,40dc79eca8a9c353094278d5
29,0,23155603,0,10,102,BankScope 주택 마련 적금,457e84b1f992fbd8ede30e44
29,0,3566544,0,19,101,BankScope 청년 희망적금,cd7d14767375f7e9e41f4f45
40,0,3882825,1,30,104,BankScope 신용대출,8ebf57f4642a94cbf08dcea6
19,0,3112398,0,20,101,BankScope 청년 희망적금,2ed1b3f132c1f4b59f2ad9b0
69,0,102289227,0,6,98,BankScope 시니어 우대예금,171e9ea645fa13a50cd8ab29
42,1,209659096,0,12,108,BankScope 기업대출,22d09d0fbb0f760f2fd0bc08
44,0,13985887,1,10,105,BankScope 주택담보대출,50d08c1e81073b0bf4053d82
32,0,14210034,0,11,102,BankScope 주택 마련 적금,49e8fb77f8d0f7efcd803132
58,0,98011904,0,5,98,BankScope 시니어 우대예금,c90f085f420a4b8f5c592cca
42,0,68595999,0,6,97,BankScope 정기예금,500ce4c93144adc5e25137b8
28,0,7272174,0,32,100,BankScope 자유적금,99afa4815bd7c8ca337be900
30,0,8074370,1,18,106,BankScope 전세자금대출,e36eec8e0bea52578c12a078
62,0,64438044,0,3,98,BankScope 시니어 우대예금,0cc95c8e7ffbf84b6b354fe1
38,0,6812215,0,23,100,BankScope 자유적금,e2e5709b50ff17ae8eaa89de
39,0,49377230,0,6,97,BankScope 정기예금,2ff4beaab6824702f28efc23
50,0,42986801,0,10,97,BankScope 정기예금,daffb083a9758fae055b862e
39,0,20112777,1,13,105,BankScope 주택담보대출,6e07868b1c2d8a7a60649233
29,0,6251150,1,35,104,BankScope 신용대출,b32ff79a9a609d5d24923ff6
24,0,5872059,1,30,104,BankScope 신용대출,5509f2939ea54069a73657d1
23,0,3996545,0,19,101,BankScope 청년 희망적금,7040f915576eab46965afa59
46,0,91231736,0,7,97,BankScope 정기예금,86bd17721d87467186d6d9a6
71,0,71442981,1,4,98,BankScope 시니어 우대예금,7fdd52424b56893bebd0d540
26,0,3668819,0,16,101,BankScope 청년 희망적금,caba6ce75e5b8c3ba04549bf
37,0,17703910,0,21,102,BankScope 주택 마련 적금,277df69c54476b52078187e4
34,0,3801332,1,22,104,BankScope 신용대출,82c3002e65f4d14377123b26
33,0,6894575,0,30,100,BankScope 자유적금,bc739a07ebc2b4fb50126769
62,0,102537246,0,2,98,BankScope 시니어 우대예금,0eb83e0080b6bc5aaae6189b
36,0,10386584,1,37,100,BankScope 자유적금,b215977442a7ecb98f8ba402
29,0,2780867,0,14,101,BankScope 청년 희망적금,389d2045a289337bb0896077
43,0,21598403,0,18,102,BankScope 주택 마련 적금,e63860f9c2e029d8772eb8fb
39,1,40099275,0,11,107,BankScope 소상공인 대출,642cc9e475072696975df771
38,0,26195233,1,17,105,BankScope 주택담보대출,bd4e16fa4f70d7701b14deb8
35,1,30251453,0,11,103,BankScope 기업 정기적금,788cec02a65318c3a374e968
65,0,97761880,0,3,98,BankScope 시니어 우대예금,478a7a876f3f0cb2c3cc94bd
33,0,1182066,0,17,101,BankScope 청년 희망적금,b70d55154feb039ba2dfe389
65,0,98779184,0,1,98,BankScope 시니어 우대예금,146d4c87d2a934f0c1859d98
32,0,6116039,1,12,106,BankScope 전세자금대출,fa01585c2056070c101318d1
26,0,3967608,0,29,101,BankScope 청년 희망적금,4fa14e58e08c8b14d8bbd916
56,0,36625704,0,5,98,BankScope 시니어 우대예금,ad9a16b1875e381f466de2b9
26,0,9267847,1,44,100,BankScope 자유적금,1737a697817b1d8d2f94df0e
51,0,44206443,0,5,97,BankScope 정기예금,36e84a13f3e4cd7a5336d444
31,0,6195403,1,27,104,BankScope 신용대출,80cecf1fe4040e5866d2f535
69,0,67615363,0,2,98,BankScope 시니어 우대예금,4ae28268fb077433fa175dab
39,0,60012633,0,11,97,BankScope 정기예금,c457b3ea2ff0f39da2a339d0
50,0,9924286,0,6,97,BankScope 정기예금,09be2c902b11ad48af770066
60,0,73501124,0,5,98,BankScope 시니어 우대예금,b2ccc30ad7495725dd8188c5
37,0,26919966,1,8,105,BankScope 주택담보대출,bba1a714f3d181ce378f6295
25,0,8496590,0,10,106,BankScope 전세자금대출,1b7c61f186d82fb3f5d487a3
38,1,48942206,0,7,103,BankScope 기업 정기적금,b882896db450cbd7b7c60d8c
34,0,15323262,1,11,105,BankScope 주택담보대출,998f976bbba118db05cbeb27
37,0,13811058,0,12,102,BankScope 주택 마련 적금,b58dbed43690eae434b491f2
54,0,37226122,0,5,97,BankScope 정기예금,81f79d7145d9bd2c0dc2b742
42,0,17051857,0,16,102,BankScope 주택 마련 적금,4978492f59bfbf1140ba4bac
29,0,5787835,1,17,106,BankScope 전세자금대출,a10bc050936e2412ade624ad
32,0,3180942,0,22,101,BankScope 청년 희망적금,1d5013883d631fdcabec1728
37,1,137168938,0,3,99,BankScope 기업 정기예금,7dbcc4d17c4ebc12f3c8f11d
68,0,106260004,0,3,98,BankScope 시니어 우대예금,4e8ba278bdfcc224bc7b17a6
30,0,6439371,1,18,106,BankScope 전세자금대출,ab0df4383dcbd098078d33f1
24,0,3184666,0,18,101,BankScope 청년 희망적금,0b3f3a9345bdec3f54113bc7
67,0,70247435,0,0,98,BankScope 시니어 우대예금,15e1aa2b0c2a3dbef5c6e500
37,0,11606474,0,29,100,BankScope 자유적금,d7321227a788f37750304390
30,0,5425981,1,19,104,BankScope 신용대출,93cb55869f0b2c3ac43cc44f
57,0,84767445,1,5,98,BankScope 시니어 우대예금,f792321584bfac2bb57873c9
22,0,781055,0,20,101,BankScope 청년 희망적금,26d47036b02b0479d3bd5ef7
29,0,2536772,0,18,101,BankScope 청년 희망적금,9fa8aa332d98ebe59d5ebe78
36,0,5441307,1,33,104,BankScope 신용대출,597aa213126c95cc9921cac2
32,0,757091,0,16,101,BankScope 청년 희망적금,58013843a207aa6af7a5a48c
20,0,3033673,0,19,101,BankScope 청년 희망적금,29c66895fc4c5e7dbf8da10e
31,0,2895911,1,16,101,BankScope 청년 희망적금,cde2ae33831c16f299f05027
41,1,58081113,1,8,103,BankScope 기업 정기적금,c12813b6402954b16c90ba16
27,0,3962657,1,22,104,BankScope 신용대출,26eb370e5b5d2496b69e20fb
41,0,13679303,0,9,97,BankScope 정기예금,e2a21946630c0f88df55537f
43,0,14114349,0,22,102,BankScope 주택 마련 적금,98232ae5a85cb36dcb3e7991
40,0,55357438,0,10,97,BankScope 정기예금,d90c57c45a3cb6b8d802e7a3
42,0,26505291,1,13,105,BankScope 주택담보대출,f61365000d239388ce7d52a9
34,0,3730923,1,38,100,BankScope 자유적금,564e6ae4257c17b82d29317e
31,0,11184785,0,33,100,BankScope 자유적금,07167e0a125a8127be5bba8d
23,0,4755822,0,20,101,BankScope 청년 희망적금,5b505636d6fecf93da4bb7dc
34,0,7215383,1,30,104,BankScope 신용대출,8df64b5d97606234bc9f318c
27,0,15811445,0,22,102,BankScope 주택 마련 적금,bd79dff9953d705993526fe4
19,0,4201907,0,17,101,BankScope 청년 희망적금,b7d28179f89e0e357e6aca96
27,0,2925668,0,26,101,BankScope 청년 희망적금,d5122c770033f145ffe8f3a0
43,1,78818561,0,5,103,BankScope 기업 정기적금,b8b06603e82e29dc12bc7f2d
40,0,8398347,0,20,102,BankScope 주택 마련 적금,2a4ec7a5aa4ff45a67f10b52
30,0,6396517,1,20,104,BankScope 신용대출,d8be357027f77da3ea079006
48,0,67467137,0,9,97,BankScope 정기예금,8a82a95997d807eb6d92359b
33,0,8791901,0,45,100,BankScope 자유적금,c02d4810e2975395c97b208c
30,0,7765292,0,37,100,BankScope 자유적금,c824d4c3c5ccf3de4ee16bc1
39,0,16205365,1,13,105,BankScope 주택담보대출,311ec03583996813ae84f0bf
69,0,69938951,0,6,98,BankScope 시니어 우대예금,f44c47945e492e0d1e6bf31a
26,0,2807690,0,17,101,BankScope 청년 희망적금,caf186e7ccc438a7f7d1fa28
41,1,42107519,0,7,103,BankScope 기업 정기적금,a2736c88f879fc3108ffde34
32,0,19096498,1,9,105,BankScope 주택담보대출,ab1d3dcbebf84d19723d4915
34,0,21981199,0,11,102,BankScope 주택 마련 적금,380fcbf5da6b5dfca6bdc08e
36,1,45056907,0,8,107,BankScope 소상공인 대출,d42524ae7a39a20a374ef22b
36,0,3355062,1,20,104,BankScope 신용대출,113956bc212480d63e6065b7
33,0,16340583,1,13,105,BankScope 주택담보대출,6fcdeb7feb21dda64321d73a
25,0,8480225,0,36,100,BankScope 자유적금,5bc87686de49c16e0377b97b
45,0,58258603,0,9,97,BankScope 정기예금,648c857eb2d6994e703baeaf
43,1,165190176,0,1,99,BankScope 기업 정기예금,7bd08f1f7d2530753d337dc5
36,0,5050929,0,45,100,BankScope 자유적금,e3bc0f389d446ecd6ce3d8f7
47,0,46748119,0,9,97,BankScope 정기예금,53155a67c756ed8f3c42a7bb
56,0,44712815,0,6,97,BankScope 정기예금,8174d9a6af4c03056bee46a2
49,0,51107488,0,2,97,BankScope 정기예금,297722ca629a98b770cfe7d5
47,1,51033119,1,6,103,BankScope 기업 정기적금,2370def62796bcb1dcd1c9da
41,0,19425956,1,16,102,BankScope 주택 마련 적금,f545e129eab2d592a6366a45
42,0,11285323,0,31,100,BankScope 자유적금,6a15849b9e0ab60b3f187bf1
34,0,9146389,0,36,100,BankScope 자유적금,f0f02f2a22f34c6f11633b35
29,0,6409121,1,16,106,BankScope 전세자금대출,3c47ecd781cc570e4df7672e
31,0,22449448,0,19,102,BankScope 주택 마련 적금,b571b0cbf317d2bf16792daa
32,0,13398653,1,16,105,BankScope 주택담보대출,4a7819d8a23fe85b0da91d37
26,0,2373845,1,14,106,BankScope 전세자금대출,d1154b257a483fb21939b5a6
33,0,8969790,0,19,106,BankScope 전세자금대출,a7a793151001ffb1bd9b637c
38,1,224310352,0,2,99,BankScope 기업 정기예금,17abfa171e6dd233d3e16c59
42,0,7096963,1,16,102,BankScope 주택 마련 적금,ccf4b1e309c6224c5a440f67
37,0,3756261,1,24,104,BankScope 신용대출,1db726fd906db896a1fa1d3f
66,0,60892843,0,5,98,BankScope 시니어 우대예금,0a98d58a8e4a8b9e99ed2dcd
24,0,3618643,1,27,106,BankScope 전세자금대출,96fab9e6ddb540dba3b1e6b9
29,0,4415356,0,18,104,BankScope 신용대출,737d9e995457c1d68e17ee0d
36,0,18706583,1,6,105,BankScope 주택담보대출,0999db26f7ffc88fb5309291
44,0,10723818,0,31,100,BankScope 자유적금,40d090509797906df907d823
40,1,26301584,1,10,107,BankScope 소상공인 대출,b0126a824e0ab38ff5c2043b
41,1,250716818,0,6,99,BankScope 기업 정기예금,8902d4aad56d2ebc532d6d0b
23,0,3202673,1,25,101,BankScope 청년 희망적금,e0938e4bc56b77279d89aeae
40,0,11605266,0,28,100,BankScope 자유적금,9d57ad507c82436b0887a3c2
28,0,7095918,0,44,100,BankScope 자유적금,8e37c2f180dc0ed0087618b1
31,0,6245550,1,27,104,BankScope 신용대출,98ac4ad9d14d6702ab83092d
44,0,26588141,0,10,105,BankScope 주택담보대출,a54b97716f7ac77a96620848
37,0,13004786,0,37,100,BankScope 자유적금,1a07be8d05dc1fbe0af9ed70
58,0,86078206,0,2,98,BankScope 시니어 우대예금,3b4b018d25ca2db9bb9dd522
25,0,10210435,1,19,106,BankScope 전세자금대출,f856113d8790173b84d7ed1e
25,0,3558122,1,26,104,BankScope 신용대출,13e6b89b8892219d6f77c48b
36,0,16469533,0,16,102,BankScope 주택 마련 적금,81b00151cddd91179ca9de0f
36,0,7446575,1,19,106,BankScope 전세자금대출,f5c80ecccff69c7825d0d0f1
38,0,5301600,0,25,104,BankScope 신용대출,dfc0496814ca4e851ee2691a
33,0,12549379,0,44,100,BankScope 자유적금,f4cdba9945dd8142a8f9e100
63,0,102717164,0,3,98,BankScope 시니어 우대예금,be93188dd3c1b42ad61014c0
26,0,2161207,0,23,101,BankScope 청년 희망적금,923413ae1a911bb79193b930
37,0,21664465,1,18,102,BankScope 주택 마련 적금,9b936fa89df3bc5172e956f7
33,0,5142107,1,22,104,BankScope 신용대출,a3c7b1c324bad389e73de21f
41,1,279066068,1,5,108,BankScope 기업대출,a8ba325d50da97ff2bedd619
30,0,3609327,1,23,101,BankScope 청년 희망적금,9eacea44c7a9a945218c6456
46,0,47620384,1,3,97,BankScope 정기예금,ac0c62892f2af725ba5af786
35,0,24390033,1,12,105,BankScope 주택담보대출,570aa5778575325aff2b3713
30,0,5359960,0,29,100,BankScope 자유적금,cf577b2e9184ba94c91fc1f7
26,0,4483481,1,18,104,BankScope 신용대출,9fb65190989ac7831d6bd6d8
37,0,9377795,0,36,100,BankScope 자유적금,0dd4043ec6f43a1436133516
37,0,56780080,0,7,97,BankScope 정기예금,5aab1a9dcf2a55c7214c5410
39,0,14020829,1,10,105,BankScope 주택담보대출,bd70ba2981c0ef560eb8e56a
20,0,3135780,0,15,101,BankScope 청년 희망적금,6f905ba370ee57cd6984c140
39,0,6907877,0,26,104,BankScope 신용대출,4e2aa444ee9986de605c0bd7
30,0,4917093,0,23,101,BankScope 청년 희망적금,39afb8ecac357d3fcae744d1
38,0,4932936,1,17,104,BankScope 신용대출,f4bcb06dbaf8d7499430e31d
29,0,10462433,0,26,100,BankScope 자유적금,b17729615de812802a25cb1b
41,1,67272727,0,9,103,BankScope 기업 정기적금,a2e8f8ca3ebaa10fc1e08bd5
43,0,57066206,0,8,97,BankScope 정기예금,b64071e52a12d19ea080d031
50,0,70304759,0,4,97,BankScope 정기예금,b26ae8029e522184900aade4
30,0,5676599,0,47,100,BankScope 자유적금,ad6c09db1140afdace0c30ca
32,0,9582514,0,17,102,BankScope 주택 마련 적금,73699e301f88d8df53507110
32,0,6369070,1,22,106,BankScope 전세자금대출,1d95e9df7c558ca61c4f68c0
52,1,350964363,0,7,108,BankScope 기업대출,0dd5d132eb9def96d4f7fc92
40,0,28047453,1,12,97,BankScope 정기예금,0ce900116aee62f784d190dd
66,0,91137552,0,2,98,BankScope 시니어 우대예금,3f2c15fee340cee31157750f
31,0,2237651,1,26,104,BankScope 신용대출,b17d54e86f9efd768073bd8d
31,0,5661082,1,21,106,BankScope 전세자금대출,ec815765d91cb85ea67f7a71
43,0,46459487,0,7,97,BankScope 정기예금,52dfe70ce7a4a03b0f161849
45,0,40926884,0,4,97,BankScope 정기예금,1cac2c0425c4021d72f4e34b
34,0,4806345,1,23,104,BankScope 신용대출,abc937a4a828d0dbc03a046c
22,0,4250986,0,19,101,BankScope 청년 희망적금,04ba9a6d74d627a32f0c43ec
54,0,55161416,0,7,97,BankScope 정기예금,a1089bfa3a79e9684b78db26
46,0,10852212,1,14,105,BankScope 주택담보대출,b2e612da4629a4747ead3de7
20,0,2600249,0,16,101,BankScope 청년 희망적금,ee902afa7b1d10f3ab7d31f4
62,0,107756674,0,5,98,BankScope 시니어 우대예금,a0f3a911324de8c8ec80eab4
27,0,3363644,0,11,101,BankScope 청년 희망적금,a4260138b54a4dee91bc5532
44,0,25078108,0,5,105,BankScope 주택담보대출,4eae44b257f585398054c89e
27,0,16096290,0,17,102,BankScope 주택 마련 적금,3fa4c41005d55ee6147447db
32,0,15295330,1,11,105,BankScope 주택담보대출,187dc06e7f974684d4e6bab5
62,0,122954978,0,5,98,BankScope 시니어 우대예금,f317f7f836c959a6f575cf6d
20,0,3925989,1,20,101,BankScope 청년 희망적금,790a6a45cce8b3fc25c876e7
28,0,3307907,0,24,101,BankScope 청년 희망적금,de1539fc9b9b88d37869e07b
40,0,49664230,0,5,97,BankScope 정기예금,a56c22c17c119342df0b0749
38,0,24457972,1,11,105,BankScope 주택담보대출,81216386a3129e9d4e98dbda
33,0,5875594,1,16,104,BankScope 신용대출,61a555b8efeb40381796e1e6
41,0,12120366,1,9,105,BankScope 주택담보대출,97eae4736cc0fdc5b4316b8a
66,0,93405395,0,7,98,BankScope 시니어 우대예금,533ab0f1867ccdcc2c5a7634
63,0,48830199,0,7,98,BankScope 시니어 우대예금,b7d42654120654c11ed78b70
24,0,5579526,0,38,100,BankScope 자유적금,1dd24babaaf940cb74f7ad6f
42,0,69194211,0,12,97,BankScope 정기예금,a507694f35beb761c889c029
51,0,54545756,1,8,97,BankScope 정기예금,f5511ba990060bda7e437aa7
25,0,2452661,1,29,101,BankScope 청년 희망적금,3c3ff376fb8da9bc905b8bfc
26,0,8192099,0,39,100,BankScope 자유적금,ba0ef05159538c5eccbd28d6
28,0,6047863,1,26,104,BankScope 신용대출,ae6c80eba08a1763b0b324df
50,1,280495648,1,9,108,BankScope 기업대출,3740cc11a4b9716f6673b541
48,1,174488422,0,8,99,BankScope 기업 정기예금,56e048dc9b7e82a1cefb2559
53,0,71328396,0,4,97,BankScope 정기예금,e2251070d9390593491380ad
37,0,20508786,1,10,105,BankScope 주택담보대출,379710f9dbd0f890981e69c3
19,0,1901144,0,16,101,BankScope 청년 희망적금,8834d627e2888becbebe825d
48,0,53335817,0,11,97,BankScope 정기예금,ef9d93b44f6118942b1786b7
40,0,29927808,1,9,105,BankScope 주택담보대출,46a1bb825d63138dee187076
60,0,26459654,1,6,97,BankScope 정기예금,ba989b01adf14f3b46c74c5f
27,0,9962713,0,31,100,BankScope 자유적금,229af89a02020d51cb6907a2
41,0,54924607,0,3,97,BankScope 정기예금,030e7e21a755effa928f529f
47,0,64824846,0,9,97,BankScope 정기예금,611532f02e0e9bbad0c5f6e8
29,0,3843866,0,23,101,BankScope 청년 희망적금,0176ab268ccae66e7921b1a2
19,0,4142352,0,18,101,BankScope 청년 희망적금,35e35fcf691a9ea5df289630
36,0,14200547,1,15,105,BankScope 주택담보대출,f80eb2cc21ac6ae9761b8ed5
39,0,16292369,1,11,102,BankScope 주택 마련 적금,3b1d9b688e5f64da70e02a95
66,0,75222809,0,4,98,BankScope 시니어 우대예금,6b903511b92be2c2601b6d27
42,0,19100680,0,19,102,BankScope 주택 마련 적금,01007119c7634be502bdbdf5
41,1,44079804,0,6,103,BankScope 기업 정기적금,651ee42ad1b553cb23ad167c
45,0,18885104,1,16,102,BankScope 주택 마련 적금,191a71227bef683b11bdd899
51,0,19040923,0,11,97,BankScope 정기예금,50af5a648c7c875326cede30
31,0,5619060,0,23,106,BankScope 전세자금대출,85a5e196e8bf2e421ed2fc98
