age,is_corporate,gender,total_balance,account_count,has_active_loan,has_overdue_loan,has_upcoming_payment,has_issuing_card,has_check_card,has_credit_card,has_deposit_sub,has_savings_sub,default_risk_level,recent_deposit_count,recent_withdrawal_count,recent_transfer_count,days_since_last_tx,max_password_fail_count,has_business_id,task_detail_type,savings_near_maturity,deposit_near_maturity,profile_id,scenario_kind
19,0,0,711929,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,체크카드 발급,0,0,00791f0ef2fc5386151aa55a,original_cleaned
33,0,1,1609076,1,0,0,0,0,0,0,0,0,0,5,4,2,20,0,0,체크카드 발급,0,0,e3f3da30fcd2a8d7bfae9f75,original_cleaned
59,0,0,934984,1,0,0,0,0,0,1,0,0,0,4,2,1,18,0,0,소상공인 대출,0,0,d63e24d3d5bc351778374a52,original_cleaned
49,0,1,7941527,1,1,0,0,0,0,0,0,0,0,2,3,17,6,0,0,이체,0,0,641e196306d7df65523a9603,original_cleaned
44,1,0,15636135,3,0,0,0,0,1,0,0,0,0,7,6,1,25,0,0,신용카드 발급,0,0,18e993457e3591b02bade961,original_cleaned
26,0,0,3789200,1,1,1,1,0,0,0,0,0,0,0,0,0,43,0,0,연체관리,0,0,46ced0839510833356c30510,original_cleaned
28,1,1,57760590,4,1,1,0,0,0,0,0,0,3,3,2,1,29,0,0,부도관리,0,0,1cb7571dc561ecf581f3d186,original_cleaned
59,0,1,1329244,2,0,0,0,0,0,0,0,0,0,3,2,21,8,0,0,이체,0,0,e11f235b7c8952afd901534d,original_cleaned
55,0,1,16087014,1,0,0,0,0,0,1,0,0,0,8,2,2,9,0,0,입금,0,0,49a487faaeb6e69d242104ae,original_cleaned
65,0,1,1891240,2,1,0,0,0,1,1,0,0,0,13,4,1,9,0,0,입금,0,0,aa95e87b2d221fccd196a5c6,original_cleaned
53,1,0,10632302,4,0,0,0,0,0,0,0,0,0,1,5,3,5,0,0,법인카드 발급,0,0,afd4516865f250d8cd05b539,original_cleaned
28,0,1,3819618,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,신용대출,0,0,09a5c9351f56f69faaaf9845,original_cleaned
38,1,0,18001955,1,1,0,0,0,1,0,0,0,0,0,0,0,40,0,0,기업대출,0,0,add1b1990e7a516074c821b1,original_cleaned
32,0,0,6695769,2,0,0,0,0,0,0,0,0,0,0,5,3,17,0,0,전세자금대출,0,0,968a3f3dbd37c881d59f8e9d,original_cleaned
28,0,0,2214740,2,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,체크카드 발급,0,0,0505d4e9af4b7b7d7dc03c48,original_cleaned
54,1,1,1175254,3,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,주택담보대출,0,0,a936c4bc64d3de264b5a6448,original_cleaned
68,0,0,10761969,1,0,0,0,0,0,1,0,0,0,4,2,1,7,0,0,입금,0,0,f5694e094652ca6dae743b70,original_cleaned
61,0,1,7974621,2,1,1,1,0,0,0,0,0,0,1,6,3,15,0,0,연체관리,0,0,f43f48c2b814a2d172728d7c,original_cleaned
23,0,1,5328279,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,체크카드 발급,0,0,b68eb060da6afad58b771436,original_cleaned
43,0,1,2549755,3,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,적금,1,0,e16f233f52fd6a5803866c60,original_cleaned
74,0,0,47766055,1,1,0,0,0,1,0,0,0,0,3,2,5,14,0,0,연금신청,0,0,f752a9211317e40178c8f016,original_cleaned
23,0,0,57896,2,0,0,0,0,1,0,0,1,0,1,4,1,11,0,0,적금,1,0,54c6dac174de163bf07a2ebd,original_cleaned
70,0,0,5442997,2,0,0,0,0,1,0,0,0,0,10,4,1,2,0,0,입금,0,0,f985555e60ca47e78cd5e3a7,original_cleaned
18,0,1,1496502,2,0,0,0,0,0,0,0,0,0,1,5,1,11,0,0,체크카드 발급,0,0,df1446c4a4fbdf66ceb238ad,original_cleaned
41,0,1,4824910,2,0,0,0,0,0,0,1,0,0,5,6,0,27,0,0,예금,0,1,32c9b238912e26e7ad2dbf9a,original_cleaned
32,0,0,6373857,1,0,0,0,0,0,0,0,0,0,3,3,1,22,0,0,체크카드 발급,0,0,4bde6cac60bd8c67500754b5,original_cleaned
49,0,1,23154100,3,0,0,0,0,1,0,0,0,0,6,2,2,5,0,0,소상공인 대출,0,0,07633881fd22b17cdc83d4da,original_cleaned
62,0,0,172405,2,1,0,1,0,0,0,0,0,0,0,0,0,34,0,0,대출 상환,0,0,ca5ba3e866db885f5b330a12,original_cleaned
38,0,0,13611311,1,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,소상공인 대출,0,0,37897ff445d90b97b69d4475,original_cleaned
33,0,1,7510108,3,1,0,0,1,1,0,0,0,0,1,5,3,17,0,0,카드수령,0,0,3724ecb4f214c695b4860db7,original_cleaned
37,0,1,3285835,2,0,0,0,0,0,0,0,0,0,2,3,1,10,0,0,전세자금대출,0,0,0c2d5c942af2410993ee8cc7,original_cleaned
49,0,1,573113,2,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,입금,0,0,f7eabf8b68548c173acd5345,original_cleaned
47,0,0,22303124,2,0,0,0,0,0,0,1,0,0,3,7,4,22,0,0,예금,0,1,82ee6af61bc94e77a9eda6a5,original_cleaned
44,0,1,5247133,1,1,0,1,0,0,1,0,0,0,2,0,4,28,0,0,대출 상환,0,0,507d81c9083513ffaa499664,original_cleaned
24,0,1,2200816,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,체크카드 발급,0,0,0cbc17f9287b56beff0ddfe3,original_cleaned
33,0,1,3632147,1,0,0,0,0,1,0,0,0,0,2,3,4,25,0,0,전세자금대출,0,0,244caee41dab20e7db529924,original_cleaned
40,0,0,150806610,3,0,0,0,0,1,1,0,0,0,3,7,1,8,0,0,주택담보대출,0,0,0dbb6a99adadb21027db8b23,original_cleaned
59,0,1,7047908,1,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,소상공인 대출,0,0,58876a04c2046d6fe24090c2,original_cleaned
52,0,0,2205535,1,0,0,0,0,0,0,1,0,0,6,3,1,29,0,0,예금,0,1,657a43eb7e371180d4546a3a,original_cleaned
43,1,0,63944068,3,1,0,0,0,1,1,0,0,0,2,4,3,2,0,0,신용카드 발급,0,0,f106babdff1b3bb3797b2857,original_cleaned
65,0,0,100293414,2,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,연금신청,0,0,33298e1edbb9d323867e3601,original_cleaned
55,0,1,7158185,1,0,0,0,0,1,0,0,0,0,2,6,0,9,0,0,출금,0,0,3d6d771bd02e5110d1296538,original_cleaned
41,0,0,2901950,1,0,0,0,0,1,0,0,1,0,0,0,0,33,0,0,적금,1,0,ac1c117703ea6fd799a28121,original_cleaned
47,0,1,9175974,1,1,0,1,0,0,0,0,0,0,1,1,1,22,0,0,대출 상환,0,0,8d7ee3bbe95515725e209b3d,original_cleaned
52,0,0,8307208,1,0,0,0,0,0,0,0,0,0,1,7,15,2,0,0,이체,0,0,205f2f5a7c0f5880740b61d4,original_cleaned
40,0,1,10000000,1,0,0,0,0,1,1,0,0,0,0,0,0,33,0,0,주택담보대출,0,0,f521aa71ba8ddf44c74feeff,original_cleaned
25,0,0,19828421,3,0,0,0,0,1,0,0,0,0,1,7,2,14,0,0,신용카드 발급,0,0,a354ad095d567be16df37be3,original_cleaned
28,0,1,3547851,1,0,0,0,0,1,0,0,0,0,1,0,19,9,0,0,이체,0,0,2f78d966d837db0f6159a05f,original_cleaned
38,0,1,58335313,3,0,0,0,0,0,0,1,0,0,3,2,3,16,0,0,예금,0,1,752c1c91ec01b19f4f39c639,original_cleaned
36,0,0,1351654,2,0,0,0,0,1,0,0,0,0,9,4,0,11,0,0,신용대출,0,0,401533fa10daf825ded43ad9,original_cleaned
64,1,1,79204722,4,0,0,0,0,1,0,0,0,0,1,2,4,7,0,0,법인카드 발급,0,0,4d4240e07a24ee47cafa1343,original_cleaned
31,0,1,542148,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,체크카드 발급,0,0,95e174d2a16a1b62ba5fcc31,original_cleaned
35,0,0,500000,3,0,0,0,0,1,0,0,0,0,3,8,0,14,0,0,신용카드 발급,0,0,0a902dd8f098efcb089b43db,original_cleaned
63,0,0,1922023,1,0,0,0,0,1,0,0,0,0,0,15,1,11,0,0,출금,0,0,fd98ba34b5cd9662ea8b0450,original_cleaned
51,0,0,70711864,2,0,0,0,0,0,1,1,0,0,0,0,0,40,0,0,예금,0,1,3696239dc43500ee438b2c21,original_cleaned
63,0,0,282945,1,0,0,0,0,1,1,0,0,0,6,0,2,2,0,0,입금,0,0,3dc2b6175edbc259ab46a950,original_cleaned
54,0,0,24116532,1,0,0,0,0,1,1,1,0,0,1,5,2,21,0,0,예금,0,1,58a14597711db072d1b9947c,original_cleaned
58,0,1,2843182,3,0,0,0,0,1,0,0,0,0,2,3,13,8,0,0,이체,0,0,2b204783b2fa5de302088887,original_cleaned
26,0,0,54270667,1,0,0,0,0,1,0,0,0,0,3,4,2,1,0,0,신용카드 발급,0,0,0a6cf11ed619d9719a9c9703,original_cleaned
49,0,0,2028187,1,0,0,0,0,1,0,0,0,0,2,2,1,14,0,0,입금,0,0,7a303d5834aaae99c855832a,original_cleaned
61,0,0,6719220,1,0,0,0,0,1,0,0,0,0,1,0,22,8,0,0,이체,0,0,2daad0836925403fdaa6ffc9,original_cleaned
28,0,0,13108724,1,1,0,0,0,1,0,0,0,0,3,1,2,24,0,0,신용카드 발급,0,0,104429f9b8ce6ce52a4d5874,original_cleaned
37,0,0,2677109,3,0,0,0,0,0,0,0,0,0,4,4,17,6,0,0,이체,0,0,9c1b235215e0daa76341192f,original_cleaned
60,0,0,15625801,1,0,0,0,0,1,0,1,0,0,1,4,1,25,0,0,예금,0,1,753edb3c4e0e7fb190c7e010,original_cleaned
46,0,1,6325547,3,0,0,0,0,0,0,0,0,0,2,3,2,20,0,0,소상공인 대출,0,0,d07ad8b7f68255e8ff84cffb,original_cleaned
44,0,1,3114932,1,1,0,1,0,1,0,0,0,0,2,3,1,16,0,0,대출 상환,0,0,850131bb5331e7ef239bfc38,original_cleaned
30,0,1,2372398,3,0,0,0,0,1,0,1,0,0,0,0,0,35,0,0,예금,0,1,85e0250e38fa63d21c950966,original_cleaned
28,0,1,27010698,3,0,0,0,0,1,0,0,0,0,0,3,1,19,0,0,신용카드 발급,0,0,249ba9a09984c4de15b3d697,original_cleaned
64,0,1,24600135,1,0,0,0,0,0,0,1,0,0,6,1,0,15,0,0,예금,0,1,148c5f924d1b6c5cc5489a32,original_cleaned
49,0,1,23797384,2,0,0,0,0,1,0,0,0,0,3,0,1,6,0,0,입금,0,0,064e9e2a99a826e7326ce489,original_cleaned
30,0,0,5354291,3,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,카드수령,0,0,81cb2b7c2010f9daf2999607,original_cleaned
39,0,0,2451525,2,0,0,0,0,1,0,0,1,0,0,0,0,39,0,0,적금,1,0,276e87693aa676474accf52b,original_cleaned
55,0,0,33196836,2,1,0,0,0,1,1,0,0,0,1,0,19,9,0,0,이체,0,0,321f10f5d6c2f3873814ccec,original_cleaned
45,0,1,2052553,1,0,0,0,0,1,1,0,0,0,0,0,0,38,0,0,신용대출,0,0,f31b5087e889b9760ee0478c,original_cleaned
38,0,1,1487925,2,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,신용대출,0,0,1c69bb949446abadf88678cd,original_cleaned
43,1,1,27798378,3,1,0,0,0,1,0,0,0,0,0,0,0,41,0,0,기업대출,0,0,a4eca869b2a9e46c1993c3de,original_cleaned
73,0,0,22870622,2,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,연금신청,0,0,22d5b6ff86e3631e31cefb4b,original_cleaned
25,0,0,345251,2,0,0,0,0,0,0,0,0,0,3,5,2,27,0,0,체크카드 발급,0,0,0514decf43567636348be099,original_cleaned
60,0,0,9337184,1,0,0,0,0,1,0,0,0,0,0,0,0,214,5,0,통장 비밀번호 변경,0,0,83c6803a6ae8ae9da73b868a,original_cleaned
27,1,1,73480104,2,1,1,0,0,0,0,0,0,3,6,3,2,25,0,0,부도관리,0,0,b075e26254efc1a7bb720944,original_cleaned
64,0,0,1642941,1,0,0,0,0,1,1,0,0,0,1,1,18,7,0,0,이체,0,0,c7e1d63c376fc896679992a6,original_cleaned
28,0,1,1531703,2,0,0,0,0,0,1,0,0,0,3,19,1,3,0,0,출금,0,0,c57979bf9eb894f592d2168b,original_cleaned
30,1,1,550652,2,1,1,0,0,1,0,0,0,3,4,4,1,6,0,0,부도관리,0,0,b7188677399af84a4eb2a926,original_cleaned
28,0,0,103452,1,0,0,0,0,1,1,0,0,0,0,0,0,44,0,0,신용대출,0,0,a07f07f50b592fe7764a966d,original_cleaned
31,0,1,9004614,2,0,0,0,0,0,0,0,0,0,6,2,2,21,0,0,전세자금대출,0,0,b03a5291c89c5347ed59d62e,original_cleaned
45,1,1,45617608,1,1,0,0,0,1,0,0,0,0,3,2,2,6,0,0,기업대출,0,0,22b84bc644295d0bbe3f8560,original_cleaned
32,0,1,38091922,3,0,0,0,0,0,1,1,0,0,0,0,0,35,0,0,예금,0,1,f372d7434ad9e27b487a0aba,original_cleaned
23,0,1,4548291,2,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,전세자금대출,0,0,a920494820a0dcf01e4693ef,original_cleaned
45,0,0,3377289,2,0,0,0,0,1,0,1,0,0,2,2,3,19,0,0,예금,0,1,1042a5803197df96e0bffc6c,original_cleaned
64,0,0,2324347,3,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,소상공인 대출,0,0,091a399c6cc501fe2f259df6,original_cleaned
75,0,1,13579770,2,0,0,0,0,1,0,0,0,0,0,0,0,180,5,0,통장 비밀번호 변경,0,0,3c0d4ced533fd0c5cb0ac35a,original_cleaned
54,0,1,23256348,1,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,출금,0,0,cbc8f13aee74804004a14193,original_cleaned
59,0,1,11069135,2,0,0,0,0,0,0,0,0,0,1,0,21,9,0,0,이체,0,0,bf1fc16ae8097eb3b885fc4d,original_cleaned
45,0,0,2477741,2,0,0,0,0,1,0,0,0,0,1,4,18,4,0,0,이체,0,0,4a9cb5da9f664c2c04ef25bd,original_cleaned
28,0,0,2844583,1,0,0,0,0,1,0,0,0,0,0,6,1,19,0,0,신용대출,0,0,c1545855ad46284082301d91,original_cleaned
72,0,1,9799201,2,1,0,0,0,1,0,0,0,0,12,1,0,9,0,0,입금,0,0,a95fbd0c25fdc55072dfb2df,original_cleaned
42,0,1,6900381,2,0,0,0,1,1,0,0,0,0,2,1,1,6,0,0,카드수령,0,0,627702b1d4d5d38cecf6b9c9,original_cleaned
53,0,1,33081577,2,0,0,0,0,1,0,1,0,0,4,4,1,2,0,0,예금,0,1,f8793838a1fd8a2a8063ada0,original_cleaned
25,0,1,2522912,2,1,0,1,0,1,0,0,0,0,0,0,0,42,0,0,대출 상환,0,0,8438acd33c019afc9320747f,original_cleaned
35,0,0,2806907,3,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,카드수령,0,0,dcee271fd6e9db73a83b7069,original_cleaned
26,0,0,10071674,2,0,0,0,0,0,0,0,0,0,6,2,2,28,0,0,체크카드 발급,0,0,41c1af32e7c0d18ca6dc0a3f,original_cleaned
56,0,1,8498074,2,0,0,0,0,1,0,0,0,0,3,13,0,6,0,0,신용카드 발급,0,0,b42bb47e6dba93b2471b63b5,original_cleaned
35,0,1,6817770,3,0,0,0,0,1,0,0,0,0,1,5,3,12,0,0,신용카드 발급,0,0,09a9f3bda2f873e374f92bca,original_cleaned
53,0,0,28512111,3,1,0,0,0,0,1,1,0,0,0,0,0,34,0,0,예금,0,1,895f4559e5df630870428fd9,original_cleaned
32,0,0,848358,3,1,0,0,0,1,0,0,0,0,1,0,9,3,0,0,이체,0,0,61b221b1e50af0a598e14c7a,original_cleaned
37,0,1,9659278,2,1,0,1,0,1,0,0,0,0,4,5,4,27,0,0,대출 상환,0,0,b3acfceee2e8448b4a712617,original_cleaned
52,0,0,10946090,2,1,0,0,0,0,1,0,0,0,0,0,0,226,3,0,통장 비밀번호 변경,0,0,8e1438efc270f53d1b4471f0,original_cleaned
28,0,1,6736177,2,0,0,0,0,0,0,0,0,0,3,5,2,20,0,0,체크카드 발급,0,0,7e5db5028d81ccde01f8da3b,original_cleaned
50,0,1,2385976,1,0,0,0,0,0,0,1,0,0,0,3,4,7,0,0,예금,0,1,51ab2776168e10c11be55416,original_cleaned
25,0,0,1962208,1,0,0,0,0,1,0,0,0,0,7,3,0,9,0,0,신용대출,0,0,dcf9bb891138cdb60632b7a9,original_cleaned
30,0,0,851464,2,0,0,0,0,1,1,0,0,0,1,6,3,13,0,0,신용대출,0,0,b9602c5aa2f0c9fa12b41ff5,original_cleaned
44,0,0,3962066,1,0,0,0,1,1,0,0,0,0,0,5,5,17,0,0,카드수령,0,0,ddb6b2dcc6aa951f962622a3,original_cleaned
40,0,0,5149932,2,1,0,1,0,0,0,0,0,0,6,6,0,12,0,0,대출 상환,0,0,a03da8339585f1a33a587546,original_cleaned
42,0,1,10000000,1,1,0,0,0,0,1,0,0,0,3,1,1,13,0,0,주택담보대출,0,0,dcfdf87957bac3cb1b300bf5,original_cleaned
29,1,1,28207318,4,1,1,0,0,0,1,0,0,3,3,2,3,13,0,0,부도관리,0,0,7834688bb9289abc79d65c3a,original_cleaned
44,0,1,7952748,1,1,0,1,0,1,0,0,0,0,0,0,0,42,0,0,대출 상환,0,0,48646aa96fb0cbdda6de628d,original_cleaned
32,1,0,29070244,4,0,0,0,0,0,0,0,0,0,2,1,2,17,0,0,법인카드 발급,0,0,d51c68309c028e9d21f899e0,original_cleaned
43,0,0,13647051,3,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,소상공인 대출,0,0,380dd1322efe8df16245acf9,original_cleaned
26,1,0,34809789,2,1,0,0,0,0,1,0,0,0,4,3,3,13,0,0,기업대출,0,0,23f2e3aba127c5123d31d910,original_cleaned
37,1,0,47201422,3,1,0,0,0,1,0,0,0,0,2,7,3,11,0,0,법인카드 발급,0,0,d6c32cf90b9db65ab52dc24a,original_cleaned
22,0,1,934005,3,0,0,0,0,0,1,0,1,0,0,0,0,38,0,0,적금,1,0,7a37d2927d13a8cbcea22173,original_cleaned
19,0,0,2045783,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,적금,0,0,2c0e0b17198dc95f07e00331,original_cleaned
24,0,0,9677140,2,0,0,0,0,0,0,0,0,0,4,2,2,4,0,0,전세자금대출,0,0,9d90ad563a0254bf277f834d,original_cleaned
47,0,0,22084070,2,0,0,0,0,0,1,0,0,0,0,10,0,14,0,0,출금,0,0,eb9acf18f045a541b7accc1a,original_cleaned
30,0,1,41340088,3,1,0,0,0,1,0,1,0,0,5,4,1,4,0,0,예금,0,1,71840bbb551f61b5d0690c30,original_cleaned
40,0,0,3465763,3,0,0,0,0,1,1,0,0,0,0,2,16,9,0,0,이체,0,0,5c90a1ddd0f4b986ca98c5d3,original_cleaned
34,0,0,1556793,3,0,0,0,0,0,0,0,0,0,0,5,19,3,0,0,이체,0,0,7cf54ddd276d6894e5fb83f3,original_cleaned
55,0,1,29545402,1,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,예금,0,1,5e559b4675f7ac8bc6cbb1fa,original_cleaned
44,0,1,1722368,1,0,0,0,0,1,0,0,0,0,4,0,2,22,0,0,금융상품가입,0,0,da7a9bcfb83e0f5d247258c0,original_cleaned
31,0,1,2536074,1,0,0,0,0,0,0,0,0,0,3,3,4,27,0,0,체크카드 발급,0,0,127faac89afa1c1d69543d25,original_cleaned
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,금융상품가입,0,0,b116cdadb8fe3196f18979f1,original_cleaned
37,0,0,7871289,2,0,0,0,0,0,0,0,0,0,2,5,1,5,0,0,전세자금대출,0,0,b8e6766c2f9beadc7b5b103c,original_cleaned
58,0,1,180519,1,1,0,0,0,0,0,0,0,0,4,3,1,10,0,0,연금신청,0,0,516c84e8c22f599ce599dad2,original_cleaned
31,0,1,1371786,3,1,0,0,0,1,0,1,0,0,2,3,5,22,0,0,예금,0,1,6f81a37def01183ed2cb4ab0,original_cleaned
61,0,1,9947692,3,0,0,0,0,0,0,1,0,0,5,3,3,11,0,0,예금,0,1,54396909076ec5fa52b5d860,original_cleaned
49,0,1,488482,1,1,0,0,0,1,0,0,1,0,1,4,3,11,0,0,적금,1,0,0ed171cc0a84dee5aaba165b,original_cleaned
33,0,1,4982185,2,1,0,1,0,0,0,0,0,0,0,2,3,29,0,0,대출 상환,0,0,6326775e847f15b3f2640cee,original_cleaned
58,0,1,11186224,1,1,0,0,0,0,0,1,0,0,2,5,3,6,0,0,예금,0,1,36511aad75c92ac720abdeb8,original_cleaned
43,0,1,73864705,2,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,예금,0,1,abdac36cc3c9a27441d2c45e,original_cleaned
35,0,1,104625591,2,0,0,0,0,1,0,0,0,0,0,2,0,12,0,0,신용카드 발급,0,0,0e43d9267afb0774a9856044,original_cleaned
37,0,0,5485096,2,1,0,0,0,1,0,0,0,0,0,0,0,35,0,0,신용카드 발급,0,0,dec8220113186dcf8e0551ed,original_cleaned
47,0,0,6986614,3,0,0,0,0,1,0,0,0,0,3,1,3,9,0,0,소상공인 대출,0,0,4197eb51dddba044d1c1f28a,original_cleaned
62,1,0,108130985,3,1,0,0,0,0,0,0,0,0,4,2,1,4,0,0,기업대출,0,0,2bae3ef1ffee55cf1b099995,original_cleaned
42,0,0,3472916,1,1,1,0,0,1,0,0,0,0,0,0,0,34,0,0,연체관리,0,0,7b791f989d2841f7fe3e1df5,original_cleaned
33,0,0,1640296,2,1,0,0,0,0,0,0,0,0,4,10,0,11,0,0,출금,0,0,c35d4f8d4cceedf72de21a8e,original_cleaned
60,0,1,1602107,1,1,0,0,0,0,0,0,0,0,0,0,1,27,0,0,소상공인 대출,0,0,fa9aee05571e7b6cb3a7a596,original_cleaned
64,0,1,3257841,1,0,0,0,0,1,0,0,0,0,3,1,12,2,0,0,체크카드 발급,0,0,b3013584fb24c6ad63c9f656,original_cleaned
47,0,1,3101422,3,0,0,0,0,1,0,0,0,0,0,2,18,8,0,0,이체,0,0,77c0010bea37cac4184b8d33,original_cleaned
21,0,1,1366820,2,0,0,0,0,0,0,0,0,0,3,3,2,10,0,0,체크카드 발급,0,0,dc0e0b243d0e4b7016656049,original_cleaned
37,0,1,4074332,1,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,적금,1,0,77eb54b0bc3cbfd98d1f5452,original_cleaned
40,0,0,2317826,1,0,0,0,0,1,1,0,0,0,1,1,1,19,0,0,금융상품가입,0,0,77e66cea36017221a9258055,original_cleaned
25,0,1,677659,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,체크카드 발급,0,0,8b2d2977676fb27dbd555db8,original_cleaned
29,1,0,19404888,3,1,0,0,0,0,0,0,0,0,3,5,2,26,0,0,기업대출,0,0,6c655687b4cd0922c21e8ee2,original_cleaned
61,1,0,40307821,3,1,0,0,0,1,1,0,0,0,0,0,0,35,0,0,기업대출,0,0,28af3721b3ba0109409c495d,original_cleaned
31,0,0,3586693,3,0,0,0,1,1,0,0,0,0,3,2,1,24,0,0,카드수령,0,0,18c36fa9e109560561b61619,original_cleaned
53,0,0,1514199,2,0,0,0,0,1,0,0,0,0,9,2,1,9,0,0,입금,0,0,64bf3b91b6ce39da71de17b8,original_cleaned
50,0,0,9586639,1,0,0,0,0,1,0,0,0,0,1,8,0,6,0,0,출금,0,0,18faa7dee1c5667120b0456a,original_cleaned
41,0,0,4484353,3,0,0,0,0,1,0,0,0,0,5,2,4,14,0,0,신용카드 발급,0,0,28db40ba5a10154e32c0a166,original_cleaned
42,0,0,17638505,3,0,0,0,0,1,0,0,0,0,1,3,15,7,0,0,이체,0,0,a58cb65a7f0e6626d05ae811,original_cleaned
23,0,1,5429691,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,체크카드 발급,0,0,8ce18dc9eb805b08624d70ed,original_cleaned
32,0,0,1687866,1,1,0,0,0,1,1,0,0,0,2,1,20,2,0,0,이체,0,0,cebac48ae3d928e1940ad1e3,original_cleaned
39,0,0,1590938,1,1,0,1,0,0,0,0,0,0,0,0,0,37,0,0,대출 상환,0,0,233fe38e3210bee3ee1999ae,original_cleaned
28,0,1,16695598,1,1,0,0,0,1,1,0,0,0,2,6,0,5,0,0,출금,0,0,f10ccb6178a7339da45c5fb8,original_cleaned
51,0,0,3260879,2,0,0,0,0,0,0,0,0,0,5,3,2,18,0,0,금융상품가입,0,0,d820f86abe8220e3a2ae08dc,original_cleaned
31,0,0,25304247,1,0,0,0,0,1,0,0,0,0,3,4,0,9,0,0,신용카드 발급,0,0,da179fb616d70ebcf5b5fefd,original_cleaned
38,0,1,1584175,1,1,1,1,0,0,0,0,0,0,7,2,3,15,0,0,연체관리,0,0,74b0e14ec4b492e332a274b3,original_cleaned
73,0,0,17409707,2,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,연금신청,0,0,6ebdab5622f13429b15d4430,original_cleaned
47,0,1,338924,2,1,0,1,0,1,1,0,0,0,1,2,1,27,0,0,대출 상환,0,0,82347603606c302efe184ce2,original_cleaned
37,0,1,9749948,1,1,0,0,1,0,0,0,0,0,5,3,2,14,0,0,카드수령,0,0,ad5239db9bf55490e3b8442f,original_cleaned
26,0,0,8170106,2,1,0,0,0,1,0,1,0,0,8,3,1,4,0,0,예금,0,1,dbe72bb018607c6e7cca9ab2,original_cleaned
46,0,1,6969693,1,0,0,0,0,1,1,0,0,0,3,5,1,22,0,0,소상공인 대출,0,0,f8623b56a32a08aba90debf0,original_cleaned
60,1,0,79932956,3,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0,기업대출,0,0,a452472c44f248a1ffaf6189,original_cleaned
60,1,0,59790036,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,법인카드 발급,0,0,2df9e99e6172c4c29c6bcfd7,original_cleaned
55,0,1,25459004,2,1,0,1,0,1,0,0,0,0,3,2,0,5,0,0,대출 상환,0,0,8811c85361545c7024f814dd,original_cleaned
32,0,1,6275952,2,0,0,0,0,1,0,0,0,0,7,2,1,24,0,0,전세자금대출,0,0,c772702419b72c7f07336c0f,original_cleaned
33,0,1,3809322,1,0,0,0,0,1,0,0,0,0,4,1,4,10,0,0,신용카드 발급,0,0,e8b1645b1df17d3171ce79b8,original_cleaned
43,0,1,7683713,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,소상공인 대출,0,0,4d2081835fc6ba7c38f086a5,original_cleaned
30,0,0,14111138,2,0,0,0,0,0,0,0,0,0,3,12,1,3,0,0,출금,0,0,506af4def8cf45e8ad2a2d17,original_cleaned
40,0,1,23875011,3,0,0,0,0,0,1,0,0,0,2,1,10,2,0,0,이체,0,0,789d83adef7188699f04fc03,original_cleaned
43,0,1,10000000,3,0,0,0,0,0,0,0,0,0,4,3,2,10,0,0,주택담보대출,0,0,7ccb31cf6a174b6f202bc86a,original_cleaned
53,0,0,15518048,1,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,예금,0,1,5c586b45b7c178a20a8df9cd,original_cleaned
37,0,0,1506183,1,0,0,0,0,0,1,0,0,0,0,0,0,42,0,0,신용대출,0,0,3d72fe9eb7d9527730257ff2,original_cleaned
49,0,0,10804617,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,신용대출,0,0,5eff749125150ec3a5753281,original_cleaned
48,0,0,15895594,3,1,0,0,0,1,0,0,0,0,5,4,2,11,0,0,신용카드 발급,0,0,b8f26e7b69e4734f3b1230f5,original_cleaned
